pop line plate Indiv CHROM_schf crossovers
MC MC_27 MC_27_18 MC_27_18_H09 2 1
MC MC_27 MC_27_18 MC_27_18_H09 3 0
MC MC_27 MC_27_18 MC_27_18_H09 4 0
MC MC_27 MC_27_18 MC_27_18_H09 XL 0
MC MC_27 MC_27_18 MC_27_18_H09 XR 2
MC MC_27 MC_27_18 MC_27_18_H10 2 2
MC MC_27 MC_27_18 MC_27_18_H10 3 1
MC MC_27 MC_27_18 MC_27_18_H10 4 1
MC MC_27 MC_27_18 MC_27_18_H10 XL 2
MC MC_27 MC_27_18 MC_27_18_H10 XR 1
MC MC_27 MC_27_18 MC_27_18_H11 2 2
MC MC_27 MC_27_18 MC_27_18_H11 3 0
MC MC_27 MC_27_18 MC_27_18_H11 4 0
MC MC_27 MC_27_18 MC_27_18_H11 XL 0
MC MC_27 MC_27_18 MC_27_18_H11 XR 2
MC MC_27 MC_27_18 MC_27_18_H12 2 1
MC MC_27 MC_27_18 MC_27_18_H12 3 0
MC MC_27 MC_27_18 MC_27_18_H12 4 1
MC MC_27 MC_27_18 MC_27_18_H12 XL 2
MC MC_27 MC_27_18 MC_27_18_H12 XR 1
MC MC_27 MC_27_19 MC_27_19_A01 2 1
MC MC_27 MC_27_19 MC_27_19_A01 3 1
MC MC_27 MC_27_19 MC_27_19_A01 4 0
MC MC_27 MC_27_19 MC_27_19_A01 XL 0
MC MC_27 MC_27_19 MC_27_19_A01 XR 1
MC MC_27 MC_27_19 MC_27_19_A02 2 0
MC MC_27 MC_27_19 MC_27_19_A02 3 0
MC MC_27 MC_27_19 MC_27_19_A02 4 1
MC MC_27 MC_27_19 MC_27_19_A02 XL 1
MC MC_27 MC_27_19 MC_27_19_A02 XR 0
MC MC_27 MC_27_19 MC_27_19_A03 2 1
MC MC_27 MC_27_19 MC_27_19_A03 3 1
MC MC_27 MC_27_19 MC_27_19_A03 4 2
MC MC_27 MC_27_19 MC_27_19_A03 XL 0
MC MC_27 MC_27_19 MC_27_19_A03 XR 1
MC MC_27 MC_27_19 MC_27_19_A04 2 1
MC MC_27 MC_27_19 MC_27_19_A04 3 1
MC MC_27 MC_27_19 MC_27_19_A04 4 1
MC MC_27 MC_27_19 MC_27_19_A04 XL 1
MC MC_27 MC_27_19 MC_27_19_A04 XR 2
MC MC_27 MC_27_19 MC_27_19_A05 2 2
MC MC_27 MC_27_19 MC_27_19_A05 3 0
MC MC_27 MC_27_19 MC_27_19_A05 4 1
MC MC_27 MC_27_19 MC_27_19_A05 XL 0
MC MC_27 MC_27_19 MC_27_19_A05 XR 1
MC MC_27 MC_27_19 MC_27_19_A06 2 0
MC MC_27 MC_27_19 MC_27_19_A06 3 0
MC MC_27 MC_27_19 MC_27_19_A06 4 1
MC MC_27 MC_27_19 MC_27_19_A06 XL 2
MC MC_27 MC_27_19 MC_27_19_A06 XR 0
MC MC_27 MC_27_19 MC_27_19_A07 2 2
MC MC_27 MC_27_19 MC_27_19_A07 3 0
MC MC_27 MC_27_19 MC_27_19_A07 4 0
MC MC_27 MC_27_19 MC_27_19_A07 XL 1
MC MC_27 MC_27_19 MC_27_19_A07 XR 1
MC MC_27 MC_27_19 MC_27_19_A08 2 0
MC MC_27 MC_27_19 MC_27_19_A08 3 1
MC MC_27 MC_27_19 MC_27_19_A08 4 0
MC MC_27 MC_27_19 MC_27_19_A08 XL 1
MC MC_27 MC_27_19 MC_27_19_A08 XR 2
MC MC_27 MC_27_19 MC_27_19_A09 2 2
MC MC_27 MC_27_19 MC_27_19_A09 3 1
MC MC_27 MC_27_19 MC_27_19_A09 4 0
MC MC_27 MC_27_19 MC_27_19_A09 XL 0
MC MC_27 MC_27_19 MC_27_19_A09 XR 2
MC MC_27 MC_27_19 MC_27_19_A10 2 1
MC MC_27 MC_27_19 MC_27_19_A10 3 0
MC MC_27 MC_27_19 MC_27_19_A10 4 1
MC MC_27 MC_27_19 MC_27_19_A10 XL 0
MC MC_27 MC_27_19 MC_27_19_A10 XR 2
MC MC_27 MC_27_19 MC_27_19_A11 2 2
MC MC_27 MC_27_19 MC_27_19_A11 3 2
MC MC_27 MC_27_19 MC_27_19_A11 4 0
MC MC_27 MC_27_19 MC_27_19_A11 XL 1
MC MC_27 MC_27_19 MC_27_19_A11 XR 1
MC MC_27 MC_27_19 MC_27_19_B01 2 2
MC MC_27 MC_27_19 MC_27_19_B01 3 0
MC MC_27 MC_27_19 MC_27_19_B01 4 0
MC MC_27 MC_27_19 MC_27_19_B01 XL 1
MC MC_27 MC_27_19 MC_27_19_B01 XR 1
MC MC_27 MC_27_19 MC_27_19_B02 2 1
MC MC_27 MC_27_19 MC_27_19_B02 3 1
MC MC_27 MC_27_19 MC_27_19_B02 4 1
MC MC_27 MC_27_19 MC_27_19_B02 XL 1
MC MC_27 MC_27_19 MC_27_19_B02 XR 0
MC MC_27 MC_27_19 MC_27_19_B03 2 0
MC MC_27 MC_27_19 MC_27_19_B03 3 1
MC MC_27 MC_27_19 MC_27_19_B03 4 2
MC MC_27 MC_27_19 MC_27_19_B03 XL 1
MC MC_27 MC_27_19 MC_27_19_B03 XR 1
MC MC_27 MC_27_19 MC_27_19_B04 2 0
MC MC_27 MC_27_19 MC_27_19_B04 3 1
MC MC_27 MC_27_19 MC_27_19_B04 4 1
MC MC_27 MC_27_19 MC_27_19_B04 XL 0
MC MC_27 MC_27_19 MC_27_19_B04 XR 1
MC MC_27 MC_27_19 MC_27_19_B05 2 1
MC MC_27 MC_27_19 MC_27_19_B05 3 0
MC MC_27 MC_27_19 MC_27_19_B05 4 2
MC MC_27 MC_27_19 MC_27_19_B05 XL 0
MC MC_27 MC_27_19 MC_27_19_B05 XR 0
MC MC_27 MC_27_19 MC_27_19_B06 2 2
MC MC_27 MC_27_19 MC_27_19_B06 3 1
MC MC_27 MC_27_19 MC_27_19_B06 4 1
MC MC_27 MC_27_19 MC_27_19_B06 XL 1
MC MC_27 MC_27_19 MC_27_19_B06 XR 0
MC MC_27 MC_27_19 MC_27_19_B07 2 2
MC MC_27 MC_27_19 MC_27_19_B07 3 1
MC MC_27 MC_27_19 MC_27_19_B07 4 1
MC MC_27 MC_27_19 MC_27_19_B07 XL 1
MC MC_27 MC_27_19 MC_27_19_B07 XR 2
MC MC_27 MC_27_19 MC_27_19_B08 2 1
MC MC_27 MC_27_19 MC_27_19_B08 3 0
MC MC_27 MC_27_19 MC_27_19_B08 4 1
MC MC_27 MC_27_19 MC_27_19_B08 XL 1
MC MC_27 MC_27_19 MC_27_19_B08 XR 1
MC MC_27 MC_27_19 MC_27_19_B09 2 1
MC MC_27 MC_27_19 MC_27_19_B09 3 0
MC MC_27 MC_27_19 MC_27_19_B09 4 1
MC MC_27 MC_27_19 MC_27_19_B09 XL 1
MC MC_27 MC_27_19 MC_27_19_B09 XR 1
MC MC_27 MC_27_19 MC_27_19_B10 2 1
MC MC_27 MC_27_19 MC_27_19_B10 3 0
MC MC_27 MC_27_19 MC_27_19_B10 4 1
MC MC_27 MC_27_19 MC_27_19_B10 XL 1
MC MC_27 MC_27_19 MC_27_19_B10 XR 1
MC MC_27 MC_27_19 MC_27_19_B11 2 1
MC MC_27 MC_27_19 MC_27_19_B11 3 1
MC MC_27 MC_27_19 MC_27_19_B11 4 1
MC MC_27 MC_27_19 MC_27_19_B11 XL 1
MC MC_27 MC_27_19 MC_27_19_B11 XR 1
MC MC_27 MC_27_19 MC_27_19_C01 2 0
MC MC_27 MC_27_19 MC_27_19_C01 3 0
MC MC_27 MC_27_19 MC_27_19_C01 4 1
MC MC_27 MC_27_19 MC_27_19_C01 XL 0
MC MC_27 MC_27_19 MC_27_19_C01 XR 0
MC MC_27 MC_27_19 MC_27_19_C02 2 0
MC MC_27 MC_27_19 MC_27_19_C02 3 1
MC MC_27 MC_27_19 MC_27_19_C02 4 0
MC MC_27 MC_27_19 MC_27_19_C02 XL 0
MC MC_27 MC_27_19 MC_27_19_C02 XR 1
MC MC_27 MC_27_19 MC_27_19_C03 2 2
MC MC_27 MC_27_19 MC_27_19_C03 3 0
MC MC_27 MC_27_19 MC_27_19_C03 4 0
MC MC_27 MC_27_19 MC_27_19_C03 XL 0
MC MC_27 MC_27_19 MC_27_19_C03 XR 1
MC MC_27 MC_27_19 MC_27_19_C04 2 0
MC MC_27 MC_27_19 MC_27_19_C04 3 1
MC MC_27 MC_27_19 MC_27_19_C04 4 1
MC MC_27 MC_27_19 MC_27_19_C04 XL 1
MC MC_27 MC_27_19 MC_27_19_C04 XR 1
MC MC_27 MC_27_19 MC_27_19_C05 2 1
MC MC_27 MC_27_19 MC_27_19_C05 3 0
MC MC_27 MC_27_19 MC_27_19_C05 4 2
MC MC_27 MC_27_19 MC_27_19_C05 XL 0
MC MC_27 MC_27_19 MC_27_19_C05 XR 1
MC MC_27 MC_27_19 MC_27_19_C06 2 2
MC MC_27 MC_27_19 MC_27_19_C06 3 0
MC MC_27 MC_27_19 MC_27_19_C06 4 0
MC MC_27 MC_27_19 MC_27_19_C06 XL 1
MC MC_27 MC_27_19 MC_27_19_C06 XR 1
MC MC_27 MC_27_19 MC_27_19_C07 2 1
MC MC_27 MC_27_19 MC_27_19_C07 3 1
MC MC_27 MC_27_19 MC_27_19_C07 4 1
MC MC_27 MC_27_19 MC_27_19_C07 XL 0
MC MC_27 MC_27_19 MC_27_19_C07 XR 0
MC MC_27 MC_27_19 MC_27_19_C08 2 1
MC MC_27 MC_27_19 MC_27_19_C08 3 1
MC MC_27 MC_27_19 MC_27_19_C08 4 2
MC MC_27 MC_27_19 MC_27_19_C08 XL 1
MC MC_27 MC_27_19 MC_27_19_C08 XR 0
MC MC_27 MC_27_19 MC_27_19_C09 2 1
MC MC_27 MC_27_19 MC_27_19_C09 3 2
MC MC_27 MC_27_19 MC_27_19_C09 4 0
MC MC_27 MC_27_19 MC_27_19_C09 XL 1
MC MC_27 MC_27_19 MC_27_19_C09 XR 2
MC MC_27 MC_27_19 MC_27_19_C10 2 1
MC MC_27 MC_27_19 MC_27_19_C10 3 0
MC MC_27 MC_27_19 MC_27_19_C10 4 2
MC MC_27 MC_27_19 MC_27_19_C10 XL 1
MC MC_27 MC_27_19 MC_27_19_C10 XR 1
MC MC_27 MC_27_19 MC_27_19_C11 2 1
MC MC_27 MC_27_19 MC_27_19_C11 3 1
MC MC_27 MC_27_19 MC_27_19_C11 4 2
MC MC_27 MC_27_19 MC_27_19_C11 XL 0
MC MC_27 MC_27_19 MC_27_19_C11 XR 1
MC MC_27 MC_27_19 MC_27_19_C12 2 1
MC MC_27 MC_27_19 MC_27_19_C12 3 0
MC MC_27 MC_27_19 MC_27_19_C12 4 0
MC MC_27 MC_27_19 MC_27_19_C12 XL 0
MC MC_27 MC_27_19 MC_27_19_C12 XR 1
MC MC_27 MC_27_19 MC_27_19_D01 2 0
MC MC_27 MC_27_19 MC_27_19_D01 3 0
MC MC_27 MC_27_19 MC_27_19_D01 4 1
MC MC_27 MC_27_19 MC_27_19_D01 XL 1
MC MC_27 MC_27_19 MC_27_19_D01 XR 1
MC MC_27 MC_27_19 MC_27_19_D02 2 1
MC MC_27 MC_27_19 MC_27_19_D02 3 0
MC MC_27 MC_27_19 MC_27_19_D02 4 1
MC MC_27 MC_27_19 MC_27_19_D02 XL 1
MC MC_27 MC_27_19 MC_27_19_D02 XR 2
MC MC_27 MC_27_19 MC_27_19_D03 2 1
MC MC_27 MC_27_19 MC_27_19_D03 3 0
MC MC_27 MC_27_19 MC_27_19_D03 4 3
MC MC_27 MC_27_19 MC_27_19_D03 XL 0
MC MC_27 MC_27_19 MC_27_19_D03 XR 2
MC MC_27 MC_27_19 MC_27_19_D04 2 1
MC MC_27 MC_27_19 MC_27_19_D04 3 1
MC MC_27 MC_27_19 MC_27_19_D04 4 0
MC MC_27 MC_27_19 MC_27_19_D04 XL 1
MC MC_27 MC_27_19 MC_27_19_D04 XR 0
MC MC_27 MC_27_19 MC_27_19_D05 2 0
MC MC_27 MC_27_19 MC_27_19_D05 3 0
MC MC_27 MC_27_19 MC_27_19_D05 4 0
MC MC_27 MC_27_19 MC_27_19_D05 XL 0
MC MC_27 MC_27_19 MC_27_19_D05 XR 1
MC MC_27 MC_27_19 MC_27_19_D06 2 1
MC MC_27 MC_27_19 MC_27_19_D06 3 0
MC MC_27 MC_27_19 MC_27_19_D06 4 1
MC MC_27 MC_27_19 MC_27_19_D06 XL 1
MC MC_27 MC_27_19 MC_27_19_D06 XR 1
MC MC_27 MC_27_19 MC_27_19_D07 2 2
MC MC_27 MC_27_19 MC_27_19_D07 3 0
MC MC_27 MC_27_19 MC_27_19_D07 4 1
MC MC_27 MC_27_19 MC_27_19_D07 XL 0
MC MC_27 MC_27_19 MC_27_19_D07 XR 2
MC MC_27 MC_27_19 MC_27_19_D08 2 1
MC MC_27 MC_27_19 MC_27_19_D08 3 1
MC MC_27 MC_27_19 MC_27_19_D08 4 1
MC MC_27 MC_27_19 MC_27_19_D08 XL 0
MC MC_27 MC_27_19 MC_27_19_D08 XR 1
MC MC_27 MC_27_19 MC_27_19_D09 2 0
MC MC_27 MC_27_19 MC_27_19_D09 3 0
MC MC_27 MC_27_19 MC_27_19_D09 4 2
MC MC_27 MC_27_19 MC_27_19_D09 XL 0
MC MC_27 MC_27_19 MC_27_19_D09 XR 0
MC MC_27 MC_27_19 MC_27_19_D10 2 1
MC MC_27 MC_27_19 MC_27_19_D10 3 0
MC MC_27 MC_27_19 MC_27_19_D10 4 1
MC MC_27 MC_27_19 MC_27_19_D10 XL 0
MC MC_27 MC_27_19 MC_27_19_D10 XR 0
MC MC_27 MC_27_19 MC_27_19_D11 2 1
MC MC_27 MC_27_19 MC_27_19_D11 3 1
MC MC_27 MC_27_19 MC_27_19_D11 4 0
MC MC_27 MC_27_19 MC_27_19_D11 XL 1
MC MC_27 MC_27_19 MC_27_19_D11 XR 3
MC MC_27 MC_27_19 MC_27_19_D12 2 2
MC MC_27 MC_27_19 MC_27_19_D12 3 0
MC MC_27 MC_27_19 MC_27_19_D12 4 0
MC MC_27 MC_27_19 MC_27_19_D12 XL 0
MC MC_27 MC_27_19 MC_27_19_D12 XR 1
MC MC_27 MC_27_19 MC_27_19_E01 2 0
MC MC_27 MC_27_19 MC_27_19_E01 3 2
MC MC_27 MC_27_19 MC_27_19_E01 4 0
MC MC_27 MC_27_19 MC_27_19_E01 XL 0
MC MC_27 MC_27_19 MC_27_19_E01 XR 1
MC MC_27 MC_27_19 MC_27_19_E02 2 1
MC MC_27 MC_27_19 MC_27_19_E02 3 2
MC MC_27 MC_27_19 MC_27_19_E02 4 0
MC MC_27 MC_27_19 MC_27_19_E02 XL 1
MC MC_27 MC_27_19 MC_27_19_E02 XR 1
MC MC_27 MC_27_19 MC_27_19_E03 2 1
MC MC_27 MC_27_19 MC_27_19_E03 3 1
MC MC_27 MC_27_19 MC_27_19_E03 4 1
MC MC_27 MC_27_19 MC_27_19_E03 XL 0
MC MC_27 MC_27_19 MC_27_19_E03 XR 2
MC MC_27 MC_27_19 MC_27_19_E04 2 0
MC MC_27 MC_27_19 MC_27_19_E04 3 2
MC MC_27 MC_27_19 MC_27_19_E04 4 2
MC MC_27 MC_27_19 MC_27_19_E04 XL 1
MC MC_27 MC_27_19 MC_27_19_E04 XR 2
MC MC_27 MC_27_19 MC_27_19_E05 2 1
MC MC_27 MC_27_19 MC_27_19_E05 3 0
MC MC_27 MC_27_19 MC_27_19_E05 4 1
MC MC_27 MC_27_19 MC_27_19_E05 XL 0
MC MC_27 MC_27_19 MC_27_19_E05 XR 0
MC MC_27 MC_27_19 MC_27_19_E06 2 1
MC MC_27 MC_27_19 MC_27_19_E06 3 1
MC MC_27 MC_27_19 MC_27_19_E06 4 1
MC MC_27 MC_27_19 MC_27_19_E06 XL 0
MC MC_27 MC_27_19 MC_27_19_E06 XR 2
MC MC_27 MC_27_19 MC_27_19_E07 2 1
MC MC_27 MC_27_19 MC_27_19_E07 3 1
MC MC_27 MC_27_19 MC_27_19_E07 4 0
MC MC_27 MC_27_19 MC_27_19_E07 XL 0
MC MC_27 MC_27_19 MC_27_19_E07 XR 2
MC MC_27 MC_27_19 MC_27_19_E08 2 1
MC MC_27 MC_27_19 MC_27_19_E08 3 0
MC MC_27 MC_27_19 MC_27_19_E08 4 0
MC MC_27 MC_27_19 MC_27_19_E08 XL 1
MC MC_27 MC_27_19 MC_27_19_E08 XR 1
MC MC_27 MC_27_19 MC_27_19_E09 2 1
MC MC_27 MC_27_19 MC_27_19_E09 3 1
MC MC_27 MC_27_19 MC_27_19_E09 4 1
MC MC_27 MC_27_19 MC_27_19_E09 XL 0
MC MC_27 MC_27_19 MC_27_19_E09 XR 1
MC MC_27 MC_27_19 MC_27_19_E10 2 0
MC MC_27 MC_27_19 MC_27_19_E10 3 0
MC MC_27 MC_27_19 MC_27_19_E10 4 1
MC MC_27 MC_27_19 MC_27_19_E10 XL 1
MC MC_27 MC_27_19 MC_27_19_E10 XR 0
MC MC_27 MC_27_19 MC_27_19_E11 2 2
MC MC_27 MC_27_19 MC_27_19_E11 3 0
MC MC_27 MC_27_19 MC_27_19_E11 4 1
MC MC_27 MC_27_19 MC_27_19_E11 XL 2
MC MC_27 MC_27_19 MC_27_19_E11 XR 2
MC MC_27 MC_27_19 MC_27_19_E12 2 2
MC MC_27 MC_27_19 MC_27_19_E12 3 1
MC MC_27 MC_27_19 MC_27_19_E12 4 1
MC MC_27 MC_27_19 MC_27_19_E12 XL 0
MC MC_27 MC_27_19 MC_27_19_E12 XR 1
MC MC_27 MC_27_19 MC_27_19_F01 2 2
MC MC_27 MC_27_19 MC_27_19_F01 3 1
MC MC_27 MC_27_19 MC_27_19_F01 4 0
MC MC_27 MC_27_19 MC_27_19_F01 XL 2
MC MC_27 MC_27_19 MC_27_19_F01 XR 1
MC MC_27 MC_27_19 MC_27_19_F02 2 2
MC MC_27 MC_27_19 MC_27_19_F02 3 0
MC MC_27 MC_27_19 MC_27_19_F02 4 1
MC MC_27 MC_27_19 MC_27_19_F02 XL 1
MC MC_27 MC_27_19 MC_27_19_F02 XR 0
MC MC_27 MC_27_19 MC_27_19_F03 2 0
MC MC_27 MC_27_19 MC_27_19_F03 3 1
MC MC_27 MC_27_19 MC_27_19_F03 4 0
MC MC_27 MC_27_19 MC_27_19_F03 XL 1
MC MC_27 MC_27_19 MC_27_19_F03 XR 2
MC MC_27 MC_27_19 MC_27_19_F04 2 2
MC MC_27 MC_27_19 MC_27_19_F04 3 0
MC MC_27 MC_27_19 MC_27_19_F04 4 2
MC MC_27 MC_27_19 MC_27_19_F04 XL 1
MC MC_27 MC_27_19 MC_27_19_F04 XR 1
MC MC_27 MC_27_19 MC_27_19_F05 2 1
MC MC_27 MC_27_19 MC_27_19_F05 3 1
MC MC_27 MC_27_19 MC_27_19_F05 4 1
MC MC_27 MC_27_19 MC_27_19_F05 XL 1
MC MC_27 MC_27_19 MC_27_19_F05 XR 0
MC MC_27 MC_27_19 MC_27_19_F06 2 1
MC MC_27 MC_27_19 MC_27_19_F06 3 0
MC MC_27 MC_27_19 MC_27_19_F06 4 2
MC MC_27 MC_27_19 MC_27_19_F06 XL 1
MC MC_27 MC_27_19 MC_27_19_F06 XR 0
MC MC_27 MC_27_19 MC_27_19_F09 2 0
MC MC_27 MC_27_19 MC_27_19_F09 3 1
MC MC_27 MC_27_19 MC_27_19_F09 4 0
MC MC_27 MC_27_19 MC_27_19_F09 XL 1
MC MC_27 MC_27_19 MC_27_19_F09 XR 0
MC MC_27 MC_27_19 MC_27_19_F10 2 1
MC MC_27 MC_27_19 MC_27_19_F10 3 1
MC MC_27 MC_27_19 MC_27_19_F10 4 1
MC MC_27 MC_27_19 MC_27_19_F10 XL 1
MC MC_27 MC_27_19 MC_27_19_F10 XR 0
MC MC_27 MC_27_19 MC_27_19_F11 2 0
MC MC_27 MC_27_19 MC_27_19_F11 3 1
MC MC_27 MC_27_19 MC_27_19_F11 4 1
MC MC_27 MC_27_19 MC_27_19_F11 XL 0
MC MC_27 MC_27_19 MC_27_19_F11 XR 0
MC MC_27 MC_27_19 MC_27_19_F12 2 2
MC MC_27 MC_27_19 MC_27_19_F12 3 0
MC MC_27 MC_27_19 MC_27_19_F12 4 2
MC MC_27 MC_27_19 MC_27_19_F12 XL 0
MC MC_27 MC_27_19 MC_27_19_F12 XR 1
MC MC_27 MC_27_19 MC_27_19_G01 2 2
MC MC_27 MC_27_19 MC_27_19_G01 3 1
MC MC_27 MC_27_19 MC_27_19_G01 4 1
MC MC_27 MC_27_19 MC_27_19_G01 XL 1
MC MC_27 MC_27_19 MC_27_19_G01 XR 2
MC MC_27 MC_27_19 MC_27_19_G03 2 2
MC MC_27 MC_27_19 MC_27_19_G03 3 1
MC MC_27 MC_27_19 MC_27_19_G03 4 1
MC MC_27 MC_27_19 MC_27_19_G03 XL 1
MC MC_27 MC_27_19 MC_27_19_G03 XR 2
MC MC_27 MC_27_19 MC_27_19_G04 2 2
MC MC_27 MC_27_19 MC_27_19_G04 3 0
MC MC_27 MC_27_19 MC_27_19_G04 4 1
MC MC_27 MC_27_19 MC_27_19_G04 XL 0
MC MC_27 MC_27_19 MC_27_19_G04 XR 0
MC MC_27 MC_27_19 MC_27_19_G05 2 1
MC MC_27 MC_27_19 MC_27_19_G05 3 1
MC MC_27 MC_27_19 MC_27_19_G05 4 0
MC MC_27 MC_27_19 MC_27_19_G05 XL 1
MC MC_27 MC_27_19 MC_27_19_G05 XR 0
MC MC_27 MC_27_19 MC_27_19_G06 2 0
MC MC_27 MC_27_19 MC_27_19_G06 3 1
MC MC_27 MC_27_19 MC_27_19_G06 4 1
MC MC_27 MC_27_19 MC_27_19_G06 XL 0
MC MC_27 MC_27_19 MC_27_19_G06 XR 2
MC MC_27 MC_27_19 MC_27_19_G07 2 1
MC MC_27 MC_27_19 MC_27_19_G07 3 0
MC MC_27 MC_27_19 MC_27_19_G07 4 1
MC MC_27 MC_27_19 MC_27_19_G07 XL 0
MC MC_27 MC_27_19 MC_27_19_G07 XR 1
MC MC_27 MC_27_19 MC_27_19_G08 2 0
MC MC_27 MC_27_19 MC_27_19_G08 3 0
MC MC_27 MC_27_19 MC_27_19_G08 4 1
MC MC_27 MC_27_19 MC_27_19_G08 XL 1
MC MC_27 MC_27_19 MC_27_19_G08 XR 0
MC MC_27 MC_27_19 MC_27_19_G09 2 1
MC MC_27 MC_27_19 MC_27_19_G09 3 2
MC MC_27 MC_27_19 MC_27_19_G09 4 1
MC MC_27 MC_27_19 MC_27_19_G09 XL 0
MC MC_27 MC_27_19 MC_27_19_G09 XR 1
MC MC_27 MC_27_19 MC_27_19_G11 2 1
MC MC_27 MC_27_19 MC_27_19_G11 3 1
MC MC_27 MC_27_19 MC_27_19_G11 4 0
MC MC_27 MC_27_19 MC_27_19_G11 XL 0
MC MC_27 MC_27_19 MC_27_19_G11 XR 0
MC MC_27 MC_27_19 MC_27_19_G12 2 0
MC MC_27 MC_27_19 MC_27_19_G12 3 0
MC MC_27 MC_27_19 MC_27_19_G12 4 1
MC MC_27 MC_27_19 MC_27_19_G12 XL 0
MC MC_27 MC_27_19 MC_27_19_G12 XR 1
MC MC_27 MC_27_19 MC_27_19_H01 2 1
MC MC_27 MC_27_19 MC_27_19_H01 3 1
MC MC_27 MC_27_19 MC_27_19_H01 4 1
MC MC_27 MC_27_19 MC_27_19_H01 XL 1
MC MC_27 MC_27_19 MC_27_19_H01 XR 1
MC MC_27 MC_27_19 MC_27_19_H02 2 1
MC MC_27 MC_27_19 MC_27_19_H02 3 0
MC MC_27 MC_27_19 MC_27_19_H02 4 1
MC MC_27 MC_27_19 MC_27_19_H02 XL 1
MC MC_27 MC_27_19 MC_27_19_H02 XR 2
MC MC_27 MC_27_19 MC_27_19_H03 2 2
MC MC_27 MC_27_19 MC_27_19_H03 3 0
MC MC_27 MC_27_19 MC_27_19_H03 4 1
MC MC_27 MC_27_19 MC_27_19_H03 XL 1
MC MC_27 MC_27_19 MC_27_19_H03 XR 1
MC MC_27 MC_27_19 MC_27_19_H04 2 2
MC MC_27 MC_27_19 MC_27_19_H04 3 0
MC MC_27 MC_27_19 MC_27_19_H04 4 0
MC MC_27 MC_27_19 MC_27_19_H04 XL 1
MC MC_27 MC_27_19 MC_27_19_H04 XR 1
MC MC_27 MC_27_19 MC_27_19_H05 2 1
MC MC_27 MC_27_19 MC_27_19_H05 3 1
MC MC_27 MC_27_19 MC_27_19_H05 4 2
MC MC_27 MC_27_19 MC_27_19_H05 XL 1
MC MC_27 MC_27_19 MC_27_19_H05 XR 0
MC MC_27 MC_27_19 MC_27_19_H06 2 1
MC MC_27 MC_27_19 MC_27_19_H06 3 0
MC MC_27 MC_27_19 MC_27_19_H06 4 0
MC MC_27 MC_27_19 MC_27_19_H06 XL 1
MC MC_27 MC_27_19 MC_27_19_H06 XR 1
MC MC_27 MC_27_19 MC_27_19_H07 2 1
MC MC_27 MC_27_19 MC_27_19_H07 3 1
MC MC_27 MC_27_19 MC_27_19_H07 4 2
MC MC_27 MC_27_19 MC_27_19_H07 XL 0
MC MC_27 MC_27_19 MC_27_19_H07 XR 2
MC MC_27 MC_27_19 MC_27_19_H08 2 1
MC MC_27 MC_27_19 MC_27_19_H08 3 1
MC MC_27 MC_27_19 MC_27_19_H08 4 0
MC MC_27 MC_27_19 MC_27_19_H08 XL 0
MC MC_27 MC_27_19 MC_27_19_H08 XR 1
MC MC_27 MC_27_19 MC_27_19_H09 2 1
MC MC_27 MC_27_19 MC_27_19_H09 3 0
MC MC_27 MC_27_19 MC_27_19_H09 4 2
MC MC_27 MC_27_19 MC_27_19_H09 XL 0
MC MC_27 MC_27_19 MC_27_19_H09 XR 1
MC MC_27 MC_27_19 MC_27_19_H10 2 1
MC MC_27 MC_27_19 MC_27_19_H10 3 1
MC MC_27 MC_27_19 MC_27_19_H10 4 0
MC MC_27 MC_27_19 MC_27_19_H10 XL 0
MC MC_27 MC_27_19 MC_27_19_H10 XR 2
MC MC_27 MC_27_19 MC_27_19_H11 2 0
MC MC_27 MC_27_19 MC_27_19_H11 3 1
MC MC_27 MC_27_19 MC_27_19_H11 4 0
MC MC_27 MC_27_19 MC_27_19_H11 XL 0
MC MC_27 MC_27_19 MC_27_19_H11 XR 1
MC MC_27 MC_27_19 MC_27_19_H12 2 2
MC MC_27 MC_27_19 MC_27_19_H12 3 1
MC MC_27 MC_27_19 MC_27_19_H12 4 2
MC MC_27 MC_27_19 MC_27_19_H12 XL 1
MC MC_27 MC_27_19 MC_27_19_H12 XR 0
MC MC_27 MC_27_20 MC_27_20_A03 2 2
MC MC_27 MC_27_20 MC_27_20_A03 3 0
MC MC_27 MC_27_20 MC_27_20_A03 4 2
MC MC_27 MC_27_20 MC_27_20_A03 XL 1
MC MC_27 MC_27_20 MC_27_20_A03 XR 1
MC MC_27 MC_27_20 MC_27_20_A05 2 0
MC MC_27 MC_27_20 MC_27_20_A05 3 0
MC MC_27 MC_27_20 MC_27_20_A05 4 1
MC MC_27 MC_27_20 MC_27_20_A05 XL 1
MC MC_27 MC_27_20 MC_27_20_A05 XR 1
MC MC_27 MC_27_20 MC_27_20_A06 2 2
MC MC_27 MC_27_20 MC_27_20_A06 3 0
MC MC_27 MC_27_20 MC_27_20_A06 4 2
MC MC_27 MC_27_20 MC_27_20_A06 XL 1
MC MC_27 MC_27_20 MC_27_20_A06 XR 1
MC MC_27 MC_27_20 MC_27_20_A07 2 0
MC MC_27 MC_27_20 MC_27_20_A07 3 1
MC MC_27 MC_27_20 MC_27_20_A07 4 0
MC MC_27 MC_27_20 MC_27_20_A07 XL 1
MC MC_27 MC_27_20 MC_27_20_A07 XR 1
MC MC_27 MC_27_20 MC_27_20_A08 2 1
MC MC_27 MC_27_20 MC_27_20_A08 3 0
